"AnnoA","CorsoTIPO","ClasseNUMERO","ClasseNOME","DiplomaTipo","Sesso","nImm"
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Diploma di istruzione professionale","F",275
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Diploma di istruzione tecnica","F",469
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo artistico","F",160
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo classico","F",2014
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo delle scienze umane","F",1329
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo linguistico","F",806
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo musicale e coreutico","F",34
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo scientifico","F",1086
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Altro diploma","M",157
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Diploma di istruzione professionale","M",145
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Diploma di istruzione tecnica","M",400
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo artistico","M",52
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo classico","M",648
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo delle scienze umane","M",207
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo linguistico","M",173
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo musicale e coreutico","M",9
"2023/2024","Laurea - dm 270/04","L-10","Lettere","Liceo scientifico","M",541
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Altro diploma","F",617
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Diploma di istruzione professionale","F",477
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Diploma di istruzione tecnica","F",1128
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo artistico","F",209
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo classico","F",708
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo delle scienze umane","F",740
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo linguistico","F",3203
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo musicale e coreutico","F",23
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo scientifico","F",795
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Altro diploma","M",370
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Diploma di istruzione professionale","M",174
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Diploma di istruzione tecnica","M",436
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo artistico","M",32
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo classico","M",141
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo delle scienze umane","M",89
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo linguistico","M",559
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo musicale e coreutico","M",3
"2023/2024","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo scientifico","M",266
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Altro diploma","F",207
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Diploma di istruzione professionale","F",306
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Diploma di istruzione tecnica","F",752
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo artistico","F",93
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo classico","F",367
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo delle scienze umane","F",326
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo linguistico","F",2306
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo musicale e coreutico","F",6
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo scientifico","F",493
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Altro diploma","M",111
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Diploma di istruzione professionale","M",88
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Diploma di istruzione tecnica","M",266
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo artistico","M",14
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo classico","M",68
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo delle scienze umane","M",50
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo linguistico","M",358
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo musicale e coreutico","M",4
"2023/2024","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo scientifico","M",185
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Altro diploma","F",309
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione professionale","F",375
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione tecnica","F",635
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo artistico","F",49
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo classico","F",1070
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo delle scienze umane","F",620
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo linguistico","F",613
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo musicale e coreutico","F",8
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo scientifico","F",3052
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Altro diploma","M",160
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione professionale","M",234
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione tecnica","M",477
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo artistico","M",14
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo classico","M",236
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo delle scienze umane","M",69
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo linguistico","M",72
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo musicale e coreutico","M",1
"2023/2024","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo scientifico","M",1545
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Altro diploma","F",399
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione professionale","F",389
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione tecnica","F",1170
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo artistico","F",66
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo classico","F",277
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo delle scienze umane","F",690
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo linguistico","F",454
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo musicale e coreutico","F",8
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo scientifico","F",494
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Altro diploma","M",305
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione professionale","M",289
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione tecnica","M",1197
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo artistico","M",14
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo classico","M",149
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo delle scienze umane","M",197
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo linguistico","M",92
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo musicale e coreutico","M",4
"2023/2024","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo scientifico","M",698
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Altro diploma","F",103
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione professionale","F",256
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione tecnica","F",411
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo artistico","F",28
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo classico","F",38
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo delle scienze umane","F",89
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo linguistico","F",379
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo musicale e coreutico","F",3
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo scientifico","F",81
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Altro diploma","M",111
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione professionale","M",87
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione tecnica","M",177
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo artistico","M",11
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo classico","M",20
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo delle scienze umane","M",18
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo linguistico","M",88
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo musicale e coreutico","M",1
"2023/2024","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo scientifico","M",79
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Altro diploma","F",97
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione professionale","F",77
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione tecnica","F",174
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo artistico","F",9
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo classico","F",65
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo delle scienze umane","F",173
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo linguistico","F",107
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo musicale e coreutico","F",2
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo scientifico","F",102
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Altro diploma","M",55
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione professionale","M",45
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione tecnica","M",202
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo artistico","M",2
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo classico","M",41
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo delle scienze umane","M",55
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo linguistico","M",33
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo musicale e coreutico","M",2
"2023/2024","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo scientifico","M",156
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Altro diploma","F",220
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione professionale","F",15
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione tecnica","F",225
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo artistico","F",209
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo classico","F",209
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo delle scienze umane","F",52
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo linguistico","F",118
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo musicale e coreutico","F",2
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo scientifico","F",701
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Altro diploma","M",139
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione professionale","M",14
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione tecnica","M",275
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo artistico","M",95
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo classico","M",62
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo delle scienze umane","M",13
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo linguistico","M",18
"2023/2024","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo scientifico","M",429
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Altro diploma","F",1945
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione professionale","F",932
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione tecnica","F",4376
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo artistico","F",101
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo classico","F",1462
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo delle scienze umane","F",1149
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo linguistico","F",1777
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo musicale e coreutico","F",11
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo scientifico","F",3707
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Altro diploma","M",2168
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione professionale","M",959
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione tecnica","M",5736
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo artistico","M",63
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo classico","M",1134
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo delle scienze umane","M",631
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo linguistico","M",759
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo musicale e coreutico","M",24
"2023/2024","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo scientifico","M",8099
"2023/2024","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Altro diploma","F",1146
"2023/2024","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Diploma di istruzione professionale","F",1933
